user_id,signup_date,plan,region,acquisition_channel,segment,seats,mrr,active_days_90,support_tickets,csat,churned
U104846,2025-03-23,Business,EMEA,Organic,SMB,16,464,25.0,3,4.6,0
U104847,2024-11-17,Enterprise,EMEA,Paid,SMB,66,3234,24.0,4,3.4,0
U104848,2024-06-18,Free,EMEA,Organic,SMB,1,0,3.0,0,,1
U104849,2024-05-07,Free,EMEA,Paid,SMB,1,0,3.0,0,,0
U104850,2024-09-21,Free,EMEA,Paid,Mid-Market,1,0,0.0,0,,0
U104851,2024-10-02,Business,NA,Organic,SMB,6,174,13.0,1,3.1,0
U104852,2024-01-09,Free,EMEA,Paid,Mid-Market,1,0,5.0,1,5.0,0
U104853,2024-12-01,Free,NA,Partner,SMB,1,0,6.0,0,,0
U104854,2024-11-30,Free,LATAM,Paid,Mid-Market,1,0,7.0,0,,0
U104855,2024-10-15,Free,LATAM,Organic,SMB,1,0,6.0,1,2.9,1
U104856,2025-04-04,Enterprise,NA,Paid,Mid-Market,90,4410,28.0,4,3.7,1
U104857,2025-01-21,Starter,APAC,Organic,SMB,7,84,18.0,0,,0
U104858,2025-06-20,Free,APAC,Organic,SMB,1,0,7.0,0,,0
U104859,2024-07-14,Starter,NA,Organic,SMB,2,24,3.0,0,,0
U104860,2025-03-16,Free,LATAM,Organic,SMB,1,0,13.0,2,3.8,0
U104861,2024-07-07,Starter,NA,Paid,SMB,7,84,1.0,0,,1
U104862,2025-06-06,Enterprise,NA,Organic,SMB,276,13524,27.0,1,4.3,0
U104863,2025-04-13,Starter,EMEA,Partner,Mid-Market,3,36,8.0,0,,1
U104864,2025-04-09,Free,EMEA,Organic,Mid-Market,1,0,18.0,1,2.9,1
U104865,2024-04-18,Starter,EMEA,Paid,SMB,6,72,24.0,0,,0
U104866,2024-03-15,Business,APAC,Paid,SMB,15,435,22.0,1,5.0,0
U104867,2025-05-08,Starter,EMEA,Paid,SMB,2,24,21.0,0,,0
U104868,2024-01-03,Free,EMEA,Partner,SMB,1,0,4.0,0,,0
U104869,2024-09-23,Starter,NA,Paid,SMB,6,72,7.0,1,3.9,1
U104870,2025-01-29,Free,NA,Paid,SMB,1,0,11.0,0,,0
U104871,2025-04-09,Starter,NA,Paid,Mid-Market,3,36,15.0,0,,1
U104872,2024-02-21,Enterprise,APAC,Referral,SMB,197,9653,32.0,1,3.9,0
U104873,2025-02-21,Free,EMEA,Referral,Mid-Market,1,0,2.0,0,,0
U104874,2024-02-25,Business,EMEA,Referral,Mid-Market,35,1015,13.0,2,4.5,0
U104875,2024-06-06,Free,EMEA,Partner,Enterprise,1,0,0.0,0,,0
U104876,2025-02-21,Free,NA,Organic,SMB,1,0,2.0,0,,0
U104877,2024-04-19,Starter,EMEA,Organic,SMB,3,36,7.0,1,3.5,0
U104878,2024-05-23,Enterprise,EMEA,Paid,Mid-Market,71,3479,17.0,1,4.1,0
U104879,2024-02-26,Starter,NA,Partner,SMB,5,60,7.0,0,,0
U104880,2024-07-17,Starter,NA,Organic,Mid-Market,7,84,7.0,2,2.6,1
U104881,2025-06-10,Starter,APAC,Paid,SMB,5,60,17.0,0,,0
U104882,2024-12-02,Free,APAC,Partner,Mid-Market,1,0,6.0,0,,0
U104883,2024-04-13,Free,NA,Referral,Mid-Market,1,0,23.0,0,,0
U104884,2024-11-21,Starter,NA,Organic,Mid-Market,2,24,14.0,0,,0
U104885,2024-11-20,Business,EMEA,Referral,SMB,26,754,20.0,2,4.9,0
U104886,2024-11-04,Free,EMEA,Organic,SMB,1,0,,1,3.9,0
U104887,2025-03-25,Free,APAC,Organic,Enterprise,1,0,7.0,0,,1
U104888,2024-07-18,Starter,APAC,Paid,Mid-Market,6,72,9.0,2,4.6,0
U104889,2025-02-27,Free,EMEA,Partner,Mid-Market,1,0,17.0,0,,0
U104890,2025-01-10,Free,LATAM,Organic,Mid-Market,1,0,8.0,0,,0
U104891,2024-02-25,Starter,NA,Referral,Enterprise,6,72,13.0,2,3.6,0
U104892,2024-09-23,Starter,NA,Organic,Mid-Market,5,60,11.0,1,4.1,0
U104893,2024-11-06,Starter,EMEA,Organic,SMB,6,72,12.0,1,5.0,0
U104894,2024-04-22,Business,APAC,Organic,Mid-Market,11,319,28.0,3,3.8,0
U104895,2025-04-14,Enterprise,NA,Referral,SMB,278,13622,37.0,1,3.0,0
U104896,2024-10-06,Starter,NA,Organic,SMB,7,84,24.0,0,,0
U104897,2024-07-23,Starter,LATAM,Organic,Mid-Market,2,24,8.0,2,3.5,0
U104898,2024-03-19,Business,NA,Paid,SMB,36,1044,21.0,2,4.6,0
U104899,2025-03-18,Starter,APAC,Organic,SMB,5,60,19.0,1,4.4,1
U104900,2025-05-04,Business,APAC,Paid,SMB,36,1044,21.0,5,1.5,0
U104901,2025-04-04,Business,NA,Organic,Mid-Market,12,348,39.0,2,3.7,0
U104902,2024-06-29,Enterprise,NA,Organic,Mid-Market,86,4214,21.0,2,3.7,0
U104903,2024-07-11,Business,EMEA,Organic,Mid-Market,13,377,26.0,1,3.9,0
U104904,2025-04-20,Business,APAC,Paid,Mid-Market,33,957,23.0,3,1.7,0
U104905,2024-07-22,Free,LATAM,Referral,SMB,1,0,0.0,0,,0
U104906,2025-04-04,Business,APAC,Paid,Mid-Market,29,841,15.0,1,3.3,0
U104907,2024-02-11,Business,LATAM,Organic,Mid-Market,10,290,26.0,1,3.1,0
U104908,2024-04-29,Free,NA,Organic,SMB,1,0,20.0,1,4.1,0
U104909,2024-02-15,Starter,NA,Organic,SMB,7,84,13.0,0,,0
U104910,2025-03-22,Enterprise,NA,Paid,SMB,102,4998,30.0,1,4.7,0
U104911,2024-07-08,Business,EMEA,Organic,SMB,22,638,10.0,1,4.7,0
U104912,2024-07-03,Free,EMEA,Referral,SMB,1,0,2.0,1,4.8,0
U104913,2024-02-05,Business,EMEA,Paid,SMB,25,725,18.0,2,3.2,0
U104914,2025-04-10,Free,LATAM,Paid,SMB,1,0,9.0,0,,0
U104915,2025-05-08,Starter,NA,Organic,SMB,2,24,3.0,0,,1
U104916,2025-02-02,Business,APAC,Paid,Mid-Market,22,638,27.0,1,2.7,0
U104917,2024-12-27,Starter,EMEA,Organic,SMB,3,36,15.0,2,5.0,0
U104918,2024-09-16,Starter,EMEA,Paid,Enterprise,7,84,4.0,2,3.9,0
U104919,2025-05-21,Free,NA,Organic,SMB,1,0,0.0,1,4.0,0
U104920,2025-06-22,Free,NA,Organic,Enterprise,1,0,0.0,0,,1
U104921,2024-01-29,Starter,EMEA,Paid,SMB,4,48,26.0,3,4.1,0
U104922,2025-01-25,Free,NA,Referral,SMB,1,0,14.0,0,,0
U104923,2024-02-18,Business,LATAM,Partner,SMB,37,1073,8.0,2,5.0,0
U104924,2025-02-12,Business,NA,Organic,Mid-Market,37,1073,29.0,2,2.7,0
U104925,2024-05-22,Free,EMEA,Paid,SMB,1,0,9.0,0,,1
U104926,2024-03-23,Free,EMEA,Partner,SMB,1,0,5.0,1,3.0,0
U104927,2025-02-13,Starter,EMEA,Paid,Mid-Market,6,72,11.0,0,,0
U104928,2024-12-21,Starter,LATAM,Partner,SMB,5,60,11.0,0,,0
U104929,2025-01-12,Free,NA,Referral,SMB,1,0,0.0,0,,1
U104930,2024-11-28,Free,EMEA,Organic,SMB,1,0,14.0,0,,0
U104931,2024-05-19,Free,APAC,Referral,SMB,1,0,13.0,0,,0
U104932,2025-01-03,Starter,NA,Organic,Mid-Market,7,84,9.0,0,,0
U104933,2025-05-05,Free,NA,Referral,Mid-Market,1,0,2.0,0,,0
U104934,2024-04-28,Free,NA,Organic,Mid-Market,1,0,5.0,1,3.8,1
U104935,2024-11-23,Enterprise,EMEA,Referral,SMB,271,13279,35.0,1,3.8,0
U104936,2024-11-09,Enterprise,EMEA,Organic,Mid-Market,199,9751,21.0,4,3.6,1
U104937,2024-06-16,Free,LATAM,Organic,Enterprise,1,0,0.0,0,,0
U104938,2025-05-04,Enterprise,LATAM,Organic,SMB,147,7203,42.0,3,4.2,0
U104939,2024-06-21,Starter,EMEA,Organic,SMB,4,48,9.0,0,,0
U104940,2024-11-22,Free,NA,Paid,SMB,1,0,6.0,0,,0
U104941,2024-09-29,Business,APAC,Organic,Mid-Market,18,522,31.0,2,3.8,1
U104942,2025-03-03,Free,NA,Organic,Mid-Market,1,0,13.0,0,,0
U104943,2024-01-03,Starter,EMEA,Organic,SMB,6,72,18.0,2,5.0,1
U104944,2025-02-03,Business,NA,Organic,Mid-Market,23,667,20.0,3,4.6,0
U104945,2025-06-13,Free,APAC,Paid,SMB,1,0,9.0,0,,0
U104946,2024-06-11,Free,NA,Organic,SMB,1,0,0.0,2,4.3,0
U104947,2025-03-19,Business,EMEA,Organic,SMB,12,348,28.0,1,4.3,0
U104948,2025-03-27,Business,APAC,Organic,SMB,28,812,12.0,4,2.3,0
U104949,2025-04-15,Starter,APAC,Partner,SMB,6,72,24.0,0,,0
U104950,2025-02-04,Free,NA,Paid,SMB,1,0,8.0,0,,0
U104951,2024-07-02,Free,NA,Organic,SMB,1,0,5.0,1,5.0,0
U104952,2024-03-04,Free,EMEA,Organic,SMB,1,0,0.0,0,,0
U104953,2024-12-16,Enterprise,APAC,Organic,SMB,254,12446,24.0,1,4.4,0
U104954,2025-05-24,Starter,APAC,Organic,SMB,3,36,7.0,1,3.6,0
U104955,2025-02-14,Business,NA,Organic,Mid-Market,33,957,,0,,1
U104956,2025-06-09,Free,APAC,Organic,SMB,1,0,9.0,0,,0
U104957,2024-01-30,Starter,NA,Paid,SMB,5,60,9.0,1,3.0,0
U104958,2025-06-22,Free,NA,Organic,SMB,1,0,0.0,1,4.1,1
U104959,2024-01-22,Business,APAC,Paid,Enterprise,21,609,10.0,0,,0
U104960,2024-10-19,Business,NA,Organic,SMB,38,1102,24.0,0,,0
U104961,2024-01-15,Business,APAC,Paid,SMB,36,1044,30.0,1,2.9,0
U104962,2024-11-08,Starter,LATAM,Referral,Mid-Market,6,72,18.0,1,4.6,0
U104963,2025-03-16,Free,EMEA,Partner,SMB,1,0,5.0,0,,1
U104964,2025-03-27,Business,APAC,Partner,SMB,7,203,19.0,3,2.6,0
U104965,2024-03-20,Free,NA,Organic,Mid-Market,1,0,12.0,1,4.1,1
U104966,2025-04-27,Free,NA,Referral,SMB,1,0,5.0,1,4.9,0
U104967,2024-01-06,Free,APAC,Organic,SMB,1,0,13.0,1,4.8,0
U104968,2024-02-09,Starter,LATAM,Organic,SMB,5,60,10.0,1,4.6,0
U104969,2024-07-12,Free,NA,Organic,Mid-Market,1,0,18.0,0,,0
U104970,2024-06-22,Starter,APAC,Referral,SMB,4,48,10.0,0,,0
U104971,2025-01-19,Business,NA,Organic,SMB,6,174,17.0,1,4.1,0
U104972,2024-10-11,Enterprise,NA,Paid,SMB,215,10535,24.0,2,3.0,0
U104973,2024-08-30,Free,NA,Referral,Mid-Market,1,0,6.0,0,,0
U104974,2024-10-08,Business,APAC,Organic,SMB,23,667,12.0,5,2.9,0
U104975,2024-06-13,Business,APAC,Paid,SMB,30,870,23.0,0,,0
U104976,2025-02-25,Free,EMEA,Organic,Mid-Market,1,0,8.0,0,,0
U104977,2025-04-20,Starter,EMEA,Referral,SMB,7,84,10.0,0,,0
U104978,2024-04-06,Free,APAC,Paid,SMB,1,0,0.0,1,3.9,1
U104979,2024-05-23,Starter,APAC,Organic,Enterprise,2,24,12.0,1,4.6,0
U104980,2025-02-07,Enterprise,LATAM,Referral,Mid-Market,75,3675,26.0,7,2.8,0
U104981,2024-07-15,Free,NA,Referral,SMB,1,0,6.0,0,,0
U104982,2025-01-17,Enterprise,EMEA,Partner,SMB,195,9555,29.0,3,3.1,0
U104983,2024-01-16,Business,EMEA,Organic,SMB,38,1102,19.0,0,,1
U104984,2025-04-14,Free,NA,Organic,Enterprise,1,0,13.0,0,,0
U104985,2025-02-10,Starter,NA,Organic,Enterprise,6,72,19.0,0,,1
U104986,2024-08-25,Free,APAC,Organic,SMB,1,0,0.0,0,,0
U104987,2024-10-16,Free,NA,Organic,Mid-Market,1,0,0.0,0,,1
U104988,2024-02-07,Starter,NA,Referral,Mid-Market,4,48,9.0,0,,1
U104989,2024-06-19,Starter,EMEA,Organic,SMB,2,24,11.0,0,,0
U104990,2024-04-26,Free,NA,Organic,SMB,1,0,0.0,0,,1
U104991,2024-03-27,Free,NA,Referral,Enterprise,1,0,3.0,0,,1
U104992,2025-06-02,Starter,NA,Referral,SMB,4,48,5.0,0,,0
U104993,2025-05-06,Free,NA,Organic,Mid-Market,1,0,15.0,0,,1
U104994,2024-04-15,Starter,LATAM,Paid,SMB,6,72,16.0,0,,0
U104995,2024-06-12,Starter,EMEA,Organic,SMB,5,60,19.0,3,3.7,0
U104996,2024-04-08,Starter,,Partner,SMB,2,24,16.0,1,4.7,0
U104997,2024-05-27,Free,APAC,Referral,SMB,1,0,5.0,0,,0
U104998,2024-04-27,Free,NA,Paid,Mid-Market,1,0,7.0,0,,0
U104999,2024-02-21,Free,EMEA,Paid,Mid-Market,1,0,10.0,1,4.2,1
U105000,2024-07-12,Free,EMEA,Organic,SMB,1,0,,0,,0
U105001,2024-06-21,Free,APAC,Organic,Mid-Market,1,0,2.0,0,,0
U105002,2024-10-02,Business,NA,Organic,SMB,21,609,16.0,2,5.0,0
U105003,2024-08-13,Starter,APAC,Partner,Mid-Market,2,24,22.0,1,4.0,0
U105004,2024-03-27,Free,APAC,Organic,SMB,1,0,6.0,0,,0
U105005,2025-04-06,Free,EMEA,Paid,Mid-Market,1,0,8.0,1,5.0,0
U105006,2025-03-18,Business,NA,Organic,Enterprise,12,348,16.0,0,,1
U105007,2024-11-08,Free,LATAM,Paid,SMB,1,0,1.0,0,,0
U105008,2025-02-17,Starter,NA,Organic,SMB,4,48,11.0,1,5.0,0
U105009,2025-02-06,Starter,EMEA,Organic,Mid-Market,6,72,23.0,1,4.5,0
U105010,2024-04-03,Free,EMEA,Organic,Enterprise,1,0,4.0,0,,0
U105011,2024-06-13,Free,LATAM,Organic,Mid-Market,1,0,0.0,0,,0
U105012,2025-02-25,Starter,EMEA,Organic,Mid-Market,3,36,8.0,0,,0
U105013,2025-05-06,Free,APAC,Organic,SMB,1,0,10.0,0,,0
U105014,2024-09-16,Free,NA,Organic,SMB,1,0,8.0,0,,0
U105015,2025-05-11,Free,EMEA,Organic,Enterprise,1,0,6.0,0,,0
U105016,2025-05-10,Starter,NA,Organic,Mid-Market,2,24,4.0,0,,0
U105017,2024-12-25,Free,NA,Organic,Mid-Market,1,0,7.0,0,,0
U105018,2024-11-18,Free,EMEA,Organic,SMB,1,0,12.0,0,,1
U105019,2025-03-11,Free,LATAM,Organic,Mid-Market,1,0,2.0,1,2.4,0
U105020,2024-10-18,Free,EMEA,Organic,SMB,1,0,0.0,0,,1
U105021,2024-03-06,Free,NA,Organic,SMB,1,0,22.0,0,,0
U105022,2025-02-25,Starter,EMEA,Paid,SMB,6,72,25.0,1,4.1,0
U105023,2025-02-12,Starter,EMEA,Referral,SMB,5,60,21.0,1,4.1,0
U105024,2024-10-31,Starter,NA,Paid,SMB,4,48,17.0,1,4.3,0
U105025,2025-01-12,Business,LATAM,Partner,SMB,34,986,18.0,0,,0
U105026,2025-01-21,Free,APAC,Referral,SMB,1,0,0.0,1,5.0,0
U105027,2024-10-23,Starter,NA,Organic,SMB,2,24,14.0,0,,0
U105028,2024-04-27,Starter,EMEA,Organic,SMB,4,48,18.0,0,,1
U105029,2024-11-28,Starter,LATAM,Paid,Mid-Market,2,24,24.0,0,,0
U105030,2024-04-09,Enterprise,APAC,Paid,SMB,154,7546,25.0,2,3.2,0
U105031,2025-02-25,Free,NA,Organic,SMB,1,0,13.0,1,4.1,0
U105032,2025-05-03,Enterprise,APAC,Organic,Mid-Market,48,2352,26.0,1,4.4,1
U105033,2025-04-10,Business,EMEA,Partner,Mid-Market,14,406,19.0,5,4.2,1
U105034,2024-01-06,Free,NA,Referral,SMB,1,0,0.0,0,,1
U105035,2024-11-10,Free,LATAM,Organic,Enterprise,1,0,13.0,0,,0
U105036,2024-03-27,Free,NA,Partner,Mid-Market,1,0,9.0,0,,0
U105037,2024-04-05,Free,EMEA,Organic,SMB,1,0,4.0,0,,0
U105038,2024-10-24,Business,NA,Referral,SMB,33,957,21.0,1,5.0,0
U105039,2025-06-23,Business,EMEA,Paid,SMB,19,551,15.0,1,3.4,1
U105040,2025-04-14,Starter,NA,Referral,SMB,6,72,21.0,4,3.4,0
U105041,2025-03-17,Free,EMEA,Organic,SMB,1,0,2.0,0,,0
U105042,2024-07-18,Business,NA,Organic,Enterprise,38,1102,16.0,1,4.4,1
U105043,2024-02-22,Starter,NA,Partner,Mid-Market,6,72,12.0,0,,0
U105044,2024-03-07,Free,APAC,Paid,Mid-Market,1,0,8.0,0,,0
U105045,2024-05-30,Free,NA,Referral,Mid-Market,1,0,2.0,1,4.2,1
U105046,2024-05-09,Business,NA,Partner,SMB,16,464,35.0,1,5.0,0
U105047,2024-07-26,Starter,EMEA,Organic,Mid-Market,6,72,,1,5.0,0
U105048,2024-04-13,Business,APAC,Paid,SMB,33,957,9.0,1,4.9,0
U105049,2025-04-06,Starter,,Organic,Mid-Market,2,24,9.0,1,3.7,0
U105050,2024-10-04,Free,NA,Paid,SMB,1,0,6.0,0,,0
U105051,2024-01-15,Free,LATAM,Organic,SMB,1,0,10.0,0,,0
U105052,2024-11-04,Starter,NA,Paid,SMB,4,48,17.0,1,4.3,0
U105053,2024-12-24,Free,EMEA,Organic,Mid-Market,1,0,4.0,0,,0
U105054,2024-11-30,Starter,NA,Organic,SMB,7,84,11.0,1,2.3,0
U105055,2024-07-19,Starter,EMEA,Organic,Mid-Market,5,60,15.0,0,,0
U105056,2024-05-26,Free,APAC,Organic,Mid-Market,1,0,0.0,1,4.5,0
U105057,2024-01-13,Enterprise,APAC,Organic,Enterprise,93,4557,11.0,4,3.6,0
U105058,2024-10-11,Starter,APAC,Organic,Mid-Market,5,60,17.0,1,3.9,0
U105059,2024-04-24,Starter,APAC,Organic,SMB,6,72,18.0,1,3.3,0
U105060,2024-02-11,Starter,EMEA,Organic,SMB,5,60,24.0,2,4.5,0
U105061,2025-03-22,Business,EMEA,Partner,SMB,33,957,21.0,2,4.1,0
U105062,2024-10-27,Free,APAC,Organic,SMB,1,0,8.0,0,,0
U105063,2025-06-06,Free,NA,Organic,Mid-Market,1,0,5.0,1,4.4,1
U105064,2025-06-18,Business,NA,Paid,Mid-Market,8,232,28.0,1,2.7,0
U105065,2025-04-24,Free,APAC,Organic,SMB,1,0,13.0,1,4.4,0
U105066,2024-12-16,Enterprise,NA,Referral,Mid-Market,159,7791,26.0,4,4.5,1
U105067,2024-05-13,Starter,EMEA,Organic,SMB,2,24,13.0,0,,0
U105068,2025-03-17,Starter,EMEA,Organic,Mid-Market,7,84,15.0,0,,0
U105069,2024-03-04,Starter,NA,Organic,SMB,2,24,4.0,0,,0
U105070,2024-08-31,Business,NA,Organic,Mid-Market,24,696,25.0,3,4.1,0
U105071,2025-05-31,Free,APAC,Referral,Mid-Market,1,0,9.0,0,,0
U105072,2025-03-22,Starter,NA,Referral,Mid-Market,6,72,8.0,1,4.9,1
U105073,2024-03-29,Business,,Paid,Mid-Market,25,725,24.0,2,3.7,0
U105074,2024-05-25,Free,NA,Paid,Mid-Market,1,0,2.0,0,,0
U105075,2024-12-04,Free,EMEA,Paid,SMB,1,0,15.0,0,,1
U105076,2025-02-22,Enterprise,APAC,Organic,SMB,209,10241,25.0,3,2.7,0
U105077,2025-02-04,Free,NA,Referral,Mid-Market,1,0,14.0,0,,0
U105078,2024-07-20,Enterprise,NA,Paid,SMB,78,3822,37.0,3,4.2,0
U105079,2024-03-01,Starter,NA,Organic,Enterprise,3,36,11.0,0,,0
U105080,2024-08-06,Starter,NA,Organic,SMB,7,84,16.0,0,,0
U105081,2024-05-21,Free,EMEA,Organic,SMB,1,0,14.0,0,,0
U105082,2024-08-28,Starter,EMEA,Organic,Mid-Market,4,48,11.0,1,4.4,1
U105083,2024-12-18,Starter,EMEA,Paid,Enterprise,2,24,15.0,0,,0
U105084,2025-02-10,Starter,EMEA,Organic,SMB,6,72,9.0,1,3.1,0
U105085,2024-01-18,Business,EMEA,Organic,SMB,18,522,26.0,1,4.7,0
U105086,2024-04-03,Starter,APAC,Organic,SMB,5,60,8.0,1,3.4,0
U105087,2024-04-23,Business,NA,Organic,SMB,12,348,,2,4.4,0
U105088,2024-04-01,Free,APAC,Referral,Mid-Market,1,0,13.0,0,,0
U105089,2024-11-14,Free,NA,Organic,Mid-Market,1,0,5.0,1,3.2,0
U105090,2025-03-18,Starter,NA,Organic,Mid-Market,2,24,7.0,0,,0
U105091,2025-05-20,Starter,APAC,Paid,SMB,5,60,13.0,0,,0
U105092,2024-02-19,Free,APAC,Paid,SMB,1,0,0.0,0,,1
U105093,2024-07-02,Starter,NA,Organic,SMB,3,36,10.0,0,,0
U105094,2024-05-02,Starter,APAC,Partner,SMB,4,48,6.0,0,,0
U105095,2025-06-12,Starter,NA,Partner,SMB,4,48,11.0,0,,0
U105096,2024-03-07,Business,NA,Organic,SMB,25,725,7.0,2,4.4,0
U105097,2025-04-29,Starter,APAC,Organic,SMB,4,48,22.0,1,4.4,0
U105098,2024-11-08,Free,APAC,Organic,Mid-Market,1,0,0.0,0,,0
U105099,2025-03-06,Starter,EMEA,Partner,SMB,4,48,9.0,1,4.0,0
U105100,2024-09-16,free,NA,Organic,SMB,1,0,16.0,0,,0
U105101,2025-01-29,Starter,APAC,Organic,Mid-Market,2,24,16.0,0,,0
U105102,2024-09-30,Starter,EMEA,Organic,Mid-Market,2,24,6.0,0,,0
U105103,2024-05-06,Enterprise,LATAM,Paid,SMB,40,1960,25.0,2,4.0,1
U105104,2024-01-26,Free,LATAM,Referral,SMB,1,0,5.0,0,,0
U105105,2024-02-01,Starter,APAC,Organic,Mid-Market,2,24,14.0,0,,0
U105106,2024-12-04,Starter,EMEA,Organic,SMB,4,48,14.0,1,4.1,1
U105107,2024-11-17,Free,LATAM,Paid,SMB,1,0,5.0,0,,1
U105108,2025-05-18,Starter,APAC,Partner,SMB,6,72,12.0,0,,1
U105109,2024-04-28,Free,EMEA,Organic,SMB,1,0,4.0,0,,0
U105110,2025-04-17,Business,LATAM,Organic,SMB,18,522,17.0,1,4.4,1
U105111,2024-09-18,Free,APAC,Paid,SMB,1,0,11.0,1,4.0,0
U105112,2025-01-19,Business,EMEA,Paid,SMB,25,725,23.0,3,5.0,0
U105113,2024-12-16,Free,NA,Partner,SMB,1,0,5.0,0,,0
U105114,2024-07-30,Free,APAC,Partner,SMB,1,0,10.0,0,,0
U105115,2024-06-28,Free,NA,Paid,Mid-Market,1,0,0.0,1,3.9,0
U105116,2024-02-03,Free,EMEA,Organic,SMB,1,0,0.0,0,,0
U105117,2025-02-22,Starter,EMEA,Partner,SMB,3,36,12.0,1,5.0,0
U105118,2024-02-11,Starter,,Referral,SMB,7,84,14.0,0,,0
U105119,2024-03-02,Business,NA,Referral,SMB,15,435,13.0,0,,0
U105120,2024-07-01,Business,EMEA,Organic,SMB,29,841,20.0,2,3.8,0
U105121,2024-09-24,Free,NA,Organic,Mid-Market,1,0,2.0,1,4.1,0
U105122,2024-04-15,Starter,APAC,Paid,Mid-Market,5,60,16.0,0,,0
U105123,2024-08-02,Business,NA,Organic,SMB,25,725,20.0,3,3.0,0
U105124,2024-10-11,Business,EMEA,Organic,SMB,26,754,15.0,0,,0
U105125,2024-03-29,Free,EMEA,Paid,Mid-Market,1,0,1.0,0,,0
U105126,2024-07-30,Business,APAC,Referral,Mid-Market,10,290,31.0,3,4.5,1
U105127,2024-08-21,Starter,NA,Organic,Enterprise,4,48,15.0,1,4.3,0
U105128,2024-05-03,Free,NA,Organic,SMB,1,0,2.0,1,4.4,0
U105129,2024-01-07,Starter,NA,Organic,SMB,4,48,14.0,1,4.0,0
U105130,2025-02-28,Starter,NA,Organic,SMB,6,72,14.0,4,3.1,0
U105131,2025-04-28,Free,APAC,Partner,Enterprise,1,0,0.0,0,,0
U105132,2024-09-03,Starter,NA,Paid,Mid-Market,6,72,15.0,0,,0
U105133,2024-04-07,Business,EMEA,Organic,Mid-Market,5,145,14.0,3,3.1,0
U105134,2025-06-12,Enterprise,APAC,Organic,Enterprise,153,7497,22.0,2,3.3,0
U105135,2024-03-23,Business,NA,Paid,SMB,12,348,27.0,3,4.4,0
U105136,2024-03-14,Business,NA,Referral,Mid-Market,5,145,28.0,1,4.5,0
U105137,2024-02-07,Starter,NA,Paid,Mid-Market,4,48,13.0,0,,0
U105138,2024-11-30,Free,NA,Organic,SMB,1,0,13.0,0,,0
U105139,2024-10-02,Business,LATAM,Partner,SMB,23,667,8.0,1,4.4,0
U105140,2024-11-01,Starter,NA,Paid,SMB,5,60,20.0,0,,0
U105141,2024-12-16,Free,NA,Organic,Mid-Market,1,0,6.0,0,,1
U105142,2025-06-11,Business,NA,Paid,SMB,14,406,14.0,3,4.7,0
U105143,2024-07-28,Starter,EMEA,Organic,SMB,5,60,12.0,1,3.0,1
U105144,2024-07-06,Free,APAC,Referral,SMB,1,0,19.0,0,,0
U105145,2024-10-19,Free,LATAM,Organic,Mid-Market,1,0,6.0,0,,0
U105146,2024-12-01,Starter,LATAM,Paid,SMB,2,24,11.0,1,5.0,0
U105147,2024-10-01,Free,EMEA,Organic,SMB,1,0,0.0,0,,0
U105148,2024-05-07,Free,APAC,Organic,Enterprise,1,0,0.0,1,3.8,0
U105149,2024-03-31,Free,,Referral,SMB,1,0,20.0,0,,0
U105150,2024-01-18,Starter,NA,Organic,Mid-Market,6,72,11.0,0,,1
U105151,2024-12-18,Starter,NA,Paid,SMB,4,48,11.0,1,5.0,0
U105152,2024-10-15,Starter,NA,Organic,SMB,5,60,1.0,0,,0
U105153,2025-06-18,Free,NA,Paid,SMB,1,0,0.0,0,,0
U105154,2024-12-12,Free,NA,Organic,Mid-Market,1,0,0.0,0,,0
U105155,2025-02-06,Business,LATAM,Organic,SMB,16,464,23.0,2,3.1,0
U105156,2024-04-09,Enterprise,LATAM,Organic,Mid-Market,217,10633,24.0,4,3.5,0
U105157,2025-04-21,Free,NA,Organic,SMB,1,0,2.0,0,,0
U105158,2025-01-20,Starter,EMEA,Referral,SMB,5,60,21.0,1,4.0,0
U105159,2025-02-17,Free,EMEA,Partner,Mid-Market,1,0,0.0,0,,0
U105160,2025-01-02,Starter,EMEA,Referral,Mid-Market,6,72,4.0,0,,0
U105161,2025-02-03,Free,APAC,Referral,SMB,1,0,2.0,0,,0
U105162,2024-10-02,Free,NA,Paid,Mid-Market,1,0,0.0,0,,1
U105163,2024-09-23,Business,EMEA,Referral,SMB,29,841,25.0,0,,0
U105164,2024-07-11,Free,APAC,Partner,Mid-Market,1,0,0.0,0,,0
U105165,2024-08-14,Starter,EMEA,Organic,Mid-Market,6,72,26.0,0,,0
U105166,2024-10-11,Free,EMEA,Paid,Mid-Market,1,0,0.0,0,,1
U105167,2024-03-22,Starter,EMEA,Organic,Enterprise,5,60,24.0,0,,0
U105168,2025-04-24,Business,NA,Organic,Mid-Market,16,464,21.0,2,4.3,1
U105169,2024-11-28,Free,APAC,Organic,Mid-Market,1,0,16.0,0,,0
U105170,2025-01-26,Free,LATAM,Organic,SMB,1,0,6.0,0,,0
U105171,2025-02-24,Free,EMEA,Organic,Enterprise,1,0,0.0,0,,0
U105172,2024-08-20,Business,LATAM,Organic,SMB,35,1015,27.0,2,3.2,0
U105173,2024-10-21,Free,EMEA,Organic,SMB,1,0,4.0,0,,0
U105174,2025-05-18,Free,EMEA,Partner,SMB,1,0,0.0,1,4.8,1
U105175,2025-05-08,Free,NA,Organic,Enterprise,1,0,5.0,0,,0
